Measure Names,Month of MONTH,ROUTE_NAME,Measure Values
Route Monthly Total Boardings (accessible copy),June 2023,49 Van Ness/Mission,"824,000"
Baseline Route Monthly Total Boardings (accessible copy),June 2023,49 Van Ness/Mission,"657,000"
Monthly Route Recovery,May 2023,49 Van Ness/Mission,1.250902107
Route Monthly Total Boardings (accessible copy),May 2023,49 Van Ness/Mission,"872,000"
Baseline Route Monthly Total Boardings (accessible copy),May 2023,49 Van Ness/Mission,"697,000"
Monthly Route Recovery,April 2023,49 Van Ness/Mission,1.206967270
Route Monthly Total Boardings (accessible copy),April 2023,49 Van Ness/Mission,"836,000"
Baseline Route Monthly Total Boardings (accessible copy),April 2023,49 Van Ness/Mission,"692,000"
Monthly Route Recovery,March 2023,49 Van Ness/Mission,1.211499768
Route Monthly Total Boardings (accessible copy),March 2023,49 Van Ness/Mission,"822,000"
Baseline Route Monthly Total Boardings (accessible copy),March 2023,49 Van Ness/Mission,"678,000"
Monthly Route Recovery,February 2023,49 Van Ness/Mission,1.210177844
Route Monthly Total Boardings (accessible copy),February 2023,49 Van Ness/Mission,"733,000"
Baseline Route Monthly Total Boardings (accessible copy),February 2023,49 Van Ness/Mission,"606,000"
Monthly Route Recovery,February 2024,52 Excelsior,0.900826284
Route Monthly Total Boardings (accessible copy),February 2024,52 Excelsior,"34,000"
Baseline Route Monthly Total Boardings (accessible copy),February 2024,52 Excelsior,"38,000"
Monthly Route Recovery,January 2024,52 Excelsior,0.842980176
Route Monthly Total Boardings (accessible copy),January 2024,52 Excelsior,"35,000"
Baseline Route Monthly Total Boardings (accessible copy),January 2024,52 Excelsior,"41,000"
Monthly Route Recovery,December 2023,52 Excelsior,0.852998909
Route Monthly Total Boardings (accessible copy),December 2023,52 Excelsior,"32,000"
Baseline Route Monthly Total Boardings (accessible copy),December 2023,52 Excelsior,"37,000"
Monthly Route Recovery,November 2023,52 Excelsior,0.736987844
Route Monthly Total Boardings (accessible copy),November 2023,52 Excelsior,"34,000"
Baseline Route Monthly Total Boardings (accessible copy),November 2023,52 Excelsior,"46,000"
Monthly Route Recovery,October 2023,52 Excelsior,0.630658817
Route Monthly Total Boardings (accessible copy),October 2023,52 Excelsior,"38,000"
Baseline Route Monthly Total Boardings (accessible copy),October 2023,52 Excelsior,"60,000"
Monthly Route Recovery,September 2023,52 Excelsior,0.665315976
Route Monthly Total Boardings (accessible copy),September 2023,52 Excelsior,"35,000"
Baseline Route Monthly Total Boardings (accessible copy),September 2023,52 Excelsior,"53,000"
Monthly Route Recovery,August 2023,52 Excelsior,0.702973813
Route Monthly Total Boardings (accessible copy),August 2023,52 Excelsior,"35,000"
Baseline Route Monthly Total Boardings (accessible copy),August 2023,52 Excelsior,"50,000"
Monthly Route Recovery,July 2023,52 Excelsior,0.639460985
Route Monthly Total Boardings (accessible copy),July 2023,52 Excelsior,"31,000"
Baseline Route Monthly Total Boardings (accessible copy),July 2023,52 Excelsior,"49,000"
Monthly Route Recovery,June 2023,52 Excelsior,0.659997178
Route Monthly Total Boardings (accessible copy),June 2023,52 Excelsior,"32,000"
Baseline Route Monthly Total Boardings (accessible copy),June 2023,52 Excelsior,"49,000"
Monthly Route Recovery,May 2023,52 Excelsior,0.639102983
Route Monthly Total Boardings (accessible copy),May 2023,52 Excelsior,"36,000"
Baseline Route Monthly Total Boardings (accessible copy),May 2023,52 Excelsior,"57,000"
Monthly Route Recovery,April 2023,52 Excelsior,0.593111056
Route Monthly Total Boardings (accessible copy),April 2023,52 Excelsior,"33,000"
Baseline Route Monthly Total Boardings (accessible copy),April 2023,52 Excelsior,"56,000"
Monthly Route Recovery,March 2023,52 Excelsior,0.694666224
Route Monthly Total Boardings (accessible copy),March 2023,52 Excelsior,"31,000"
Baseline Route Monthly Total Boardings (accessible copy),March 2023,52 Excelsior,"45,000"
Monthly Route Recovery,February 2023,52 Excelsior,0.746034993
Route Monthly Total Boardings (accessible copy),February 2023,52 Excelsior,"28,000"
Baseline Route Monthly Total Boardings (accessible copy),February 2023,52 Excelsior,"38,000"
Monthly Route Recovery,February 2024,54 Felton,0.708374101
Route Monthly Total Boardings (accessible copy),February 2024,54 Felton,"110,000"
Baseline Route Monthly Total Boardings (accessible copy),February 2024,54 Felton,"156,000"
Monthly Route Recovery,January 2024,54 Felton,0.646406436
Route Monthly Total Boardings (accessible copy),January 2024,54 Felton,"113,000"
Baseline Route Monthly Total Boardings (accessible copy),January 2024,54 Felton,"175,000"
Monthly Route Recovery,December 2023,54 Felton,0.726796088
Route Monthly Total Boardings (accessible copy),December 2023,54 Felton,"110,000"
Baseline Route Monthly Total Boardings (accessible copy),December 2023,54 Felton,"151,000"
Monthly Route Recovery,November 2023,54 Felton,0.697157777
Route Monthly Total Boardings (accessible copy),November 2023,54 Felton,"112,000"
Baseline Route Monthly Total Boardings (accessible copy),November 2023,54 Felton,"161,000"
Monthly Route Recovery,October 2023,54 Felton,0.694706039
Route Monthly Total Boardings (accessible copy),October 2023,54 Felton,"125,000"
Baseline Route Monthly Total Boardings (accessible copy),October 2023,54 Felton,"180,000"
Monthly Route Recovery,September 2023,54 Felton,0.714149555
Route Monthly Total Boardings (accessible copy),September 2023,54 Felton,"122,000"
Baseline Route Monthly Total Boardings (accessible copy),September 2023,54 Felton,"170,000"
Monthly Route Recovery,August 2023,54 Felton,0.758233024
Route Monthly Total Boardings (accessible copy),August 2023,54 Felton,"120,000"
Baseline Route Monthly Total Boardings (accessible copy),August 2023,54 Felton,"158,000"
Monthly Route Recovery,July 2023,54 Felton,0.687403624
Route Monthly Total Boardings (accessible copy),July 2023,54 Felton,"110,000"
Baseline Route Monthly Total Boardings (accessible copy),July 2023,54 Felton,"159,000"
Monthly Route Recovery,June 2023,54 Felton,0.666203111
Route Monthly Total Boardings (accessible copy),June 2023,54 Felton,"108,000"
Baseline Route Monthly Total Boardings (accessible copy),June 2023,54 Felton,"163,000"
Monthly Route Recovery,May 2023,54 Felton,0.666070167
Route Monthly Total Boardings (accessible copy),May 2023,54 Felton,"117,000"
Baseline Route Monthly Total Boardings (accessible copy),May 2023,54 Felton,"176,000"
Monthly Route Recovery,April 2023,54 Felton,0.654098394
Route Monthly Total Boardings (accessible copy),April 2023,54 Felton,"112,000"
Baseline Route Monthly Total Boardings (accessible copy),April 2023,54 Felton,"171,000"
Monthly Route Recovery,March 2023,54 Felton,0.634485052
Route Monthly Total Boardings (accessible copy),March 2023,54 Felton,"107,000"
Baseline Route Monthly Total Boardings (accessible copy),March 2023,54 Felton,"169,000"
Monthly Route Recovery,February 2023,54 Felton,0.623608677
Route Monthly Total Boardings (accessible copy),February 2023,54 Felton,"97,000"
Baseline Route Monthly Total Boardings (accessible copy),February 2023,54 Felton,"156,000"
Monthly Route Recovery,February 2024,55 Dogpatch,0.708717584
Route Monthly Total Boardings (accessible copy),February 2024,55 Dogpatch,"43,000"
Baseline Route Monthly Total Boardings (accessible copy),February 2024,55 Dogpatch,"60,000"
Monthly Route Recovery,January 2024,55 Dogpatch,0.684375375
Route Monthly Total Boardings (accessible copy),January 2024,55 Dogpatch,"41,000"
Baseline Route Monthly Total Boardings (accessible copy),January 2024,55 Dogpatch,"61,000"
Monthly Route Recovery,December 2023,55 Dogpatch,0.661200791
Route Monthly Total Boardings (accessible copy),December 2023,55 Dogpatch,"39,000"
Baseline Route Monthly Total Boardings (accessible copy),December 2023,55 Dogpatch,"59,000"
Monthly Route Recovery,November 2023,55 Dogpatch,0.709315804
Route Monthly Total Boardings (accessible copy),November 2023,55 Dogpatch,"42,000"
Baseline Route Monthly Total Boardings (accessible copy),November 2023,55 Dogpatch,"59,000"
Monthly Route Recovery,October 2023,55 Dogpatch,0.679421386
Route Monthly Total Boardings (accessible copy),October 2023,55 Dogpatch,"47,000"
Baseline Route Monthly Total Boardings (accessible copy),October 2023,55 Dogpatch,"69,000"
Monthly Route Recovery,September 2023,55 Dogpatch,0.698265678
Route Monthly Total Boardings (accessible copy),September 2023,55 Dogpatch,"44,000"
Baseline Route Monthly Total Boardings (accessible copy),September 2023,55 Dogpatch,"63,000"
Monthly Route Recovery,August 2023,55 Dogpatch,0.851806876
Route Monthly Total Boardings (accessible copy),August 2023,55 Dogpatch,"46,000"
Baseline Route Monthly Total Boardings (accessible copy),August 2023,55 Dogpatch,"54,000"
Monthly Route Recovery,July 2023,55 Dogpatch,0.742547515
Route Monthly Total Boardings (accessible copy),July 2023,55 Dogpatch,"45,000"
Baseline Route Monthly Total Boardings (accessible copy),July 2023,55 Dogpatch,"61,000"
Monthly Route Recovery,June 2023,55 Dogpatch,0.821246847
Route Monthly Total Boardings (accessible copy),June 2023,55 Dogpatch,"47,000"
Baseline Route Monthly Total Boardings (accessible copy),June 2023,55 Dogpatch,"57,000"
Monthly Route Recovery,May 2023,55 Dogpatch,0.742025021
Route Monthly Total Boardings (accessible copy),May 2023,55 Dogpatch,"51,000"
Baseline Route Monthly Total Boardings (accessible copy),May 2023,55 Dogpatch,"68,000"
Monthly Route Recovery,April 2023,55 Dogpatch,0.710139678
Route Monthly Total Boardings (accessible copy),April 2023,55 Dogpatch,"49,000"
Baseline Route Monthly Total Boardings (accessible copy),April 2023,55 Dogpatch,"69,000"
Monthly Route Recovery,March 2023,55 Dogpatch,0.679522236
Route Monthly Total Boardings (accessible copy),March 2023,55 Dogpatch,"46,000"
Baseline Route Monthly Total Boardings (accessible copy),March 2023,55 Dogpatch,"68,000"
Monthly Route Recovery,February 2023,55 Dogpatch,0.717749405
Route Monthly Total Boardings (accessible copy),February 2023,55 Dogpatch,"43,000"
Baseline Route Monthly Total Boardings (accessible copy),February 2023,55 Dogpatch,"60,000"
Monthly Route Recovery,February 2024,56 Rutland,1.197754064
Route Monthly Total Boardings (accessible copy),February 2024,56 Rutland,"8,000"
Baseline Route Monthly Total Boardings (accessible copy),February 2024,56 Rutland,"7,000"
Monthly Route Recovery,January 2024,56 Rutland,1.671304430
Route Monthly Total Boardings (accessible copy),January 2024,56 Rutland,"8,000"
Baseline Route Monthly Total Boardings (accessible copy),January 2024,56 Rutland,"5,000"
Monthly Route Recovery,December 2023,56 Rutland,1.502016842
Route Monthly Total Boardings (accessible copy),December 2023,56 Rutland,"8,000"
Baseline Route Monthly Total Boardings (accessible copy),December 2023,56 Rutland,"5,000"
Monthly Route Recovery,November 2023,56 Rutland,1.177450990
Route Monthly Total Boardings (accessible copy),November 2023,56 Rutland,"9,000"
Baseline Route Monthly Total Boardings (accessible copy),November 2023,56 Rutland,"8,000"
Monthly Route Recovery,October 2023,56 Rutland,1.028814202
Route Monthly Total Boardings (accessible copy),October 2023,56 Rutland,"11,000"
Baseline Route Monthly Total Boardings (accessible copy),October 2023,56 Rutland,"11,000"
Monthly Route Recovery,September 2023,56 Rutland,0.948477298
Route Monthly Total Boardings (accessible copy),September 2023,56 Rutland,"9,000"
Baseline Route Monthly Total Boardings (accessible copy),September 2023,56 Rutland,"9,000"
Monthly Route Recovery,August 2023,56 Rutland,0.935009084
Route Monthly Total Boardings (accessible copy),August 2023,56 Rutland,"6,000"
Baseline Route Monthly Total Boardings (accessible copy),August 2023,56 Rutland,"7,000"
Monthly Route Recovery,July 2023,56 Rutland,1.009901650
Route Monthly Total Boardings (accessible copy),July 2023,56 Rutland,"8,000"
Baseline Route Monthly Total Boardings (accessible copy),July 2023,56 Rutland,"8,000"
Monthly Route Recovery,June 2023,56 Rutland,0.554413510
Route Monthly Total Boardings (accessible copy),June 2023,56 Rutland,"4,000"
Baseline Route Monthly Total Boardings (accessible copy),June 2023,56 Rutland,"8,000"
Monthly Route Recovery,May 2023,56 Rutland,0.997006198
Route Monthly Total Boardings (accessible copy),May 2023,56 Rutland,"10,000"
Baseline Route Monthly Total Boardings (accessible copy),May 2023,56 Rutland,"10,000"
Monthly Route Recovery,April 2023,56 Rutland,0.964614857
Route Monthly Total Boardings (accessible copy),April 2023,56 Rutland,"8,000"
Baseline Route Monthly Total Boardings (accessible copy),April 2023,56 Rutland,"9,000"
Monthly Route Recovery,March 2023,56 Rutland,0.905765578
Route Monthly Total Boardings (accessible copy),March 2023,56 Rutland,"7,000"
Baseline Route Monthly Total Boardings (accessible copy),March 2023,56 Rutland,"8,000"
Monthly Route Recovery,February 2023,56 Rutland,0.903859983
Route Monthly Total Boardings (accessible copy),February 2023,56 Rutland,"6,000"
Baseline Route Monthly Total Boardings (accessible copy),February 2023,56 Rutland,"7,000"
Monthly Route Recovery,February 2024,57 Parkmerced,0.528191549
Route Monthly Total Boardings (accessible copy),February 2024,57 Parkmerced,"49,000"
Baseline Route Monthly Total Boardings (accessible copy),February 2024,57 Parkmerced,"93,000"
Monthly Route Recovery,January 2024,57 Parkmerced,0.398930531
Route Monthly Total Boardings (accessible copy),January 2024,57 Parkmerced,"38,000"
Baseline Route Monthly Total Boardings (accessible copy),January 2024,57 Parkmerced,"95,000"
Monthly Route Recovery,December 2023,57 Parkmerced,0.454623411
Route Monthly Total Boardings (accessible copy),December 2023,57 Parkmerced,"39,000"
Baseline Route Monthly Total Boardings (accessible copy),December 2023,57 Parkmerced,"86,000"
Monthly Route Recovery,November 2023,57 Parkmerced,0.506066733
Route Monthly Total Boardings (accessible copy),November 2023,57 Parkmerced,"45,000"
Baseline Route Monthly Total Boardings (accessible copy),November 2023,57 Parkmerced,"88,000"
Monthly Route Recovery,October 2023,57 Parkmerced,0.440195206
Route Monthly Total Boardings (accessible copy),October 2023,57 Parkmerced,"50,000"
Baseline Route Monthly Total Boardings (accessible copy),October 2023,57 Parkmerced,"114,000"
Monthly Route Recovery,September 2023,57 Parkmerced,0.449091404
Route Monthly Total Boardings (accessible copy),September 2023,57 Parkmerced,"47,000"
Baseline Route Monthly Total Boardings (accessible copy),September 2023,57 Parkmerced,"105,000"
Monthly Route Recovery,August 2023,57 Parkmerced,0.593821581
Route Monthly Total Boardings (accessible copy),August 2023,57 Parkmerced,"38,000"
Baseline Route Monthly Total Boardings (accessible copy),August 2023,57 Parkmerced,"64,000"
Monthly Route Recovery,July 2023,57 Parkmerced,0.404135628
Route Monthly Total Boardings (accessible copy),July 2023,57 Parkmerced,"26,000"
Baseline Route Monthly Total Boardings (accessible copy),July 2023,57 Parkmerced,"64,000"
Monthly Route Recovery,June 2023,57 Parkmerced,0.375439690
Route Monthly Total Boardings (accessible copy),June 2023,57 Parkmerced,"24,000"
Baseline Route Monthly Total Boardings (accessible copy),June 2023,57 Parkmerced,"63,000"
Monthly Route Recovery,May 2023,57 Parkmerced,0.371259615
Route Monthly Total Boardings (accessible copy),May 2023,57 Parkmerced,"36,000"
Baseline Route Monthly Total Boardings (accessible copy),May 2023,57 Parkmerced,"97,000"
Monthly Route Recovery,April 2023,57 Parkmerced,0.334938730
Route Monthly Total Boardings (accessible copy),April 2023,57 Parkmerced,"35,000"
Baseline Route Monthly Total Boardings (accessible copy),April 2023,57 Parkmerced,"105,000"
Monthly Route Recovery,March 2023,57 Parkmerced,0.323888344
Route Monthly Total Boardings (accessible copy),March 2023,57 Parkmerced,"32,000"
Baseline Route Monthly Total Boardings (accessible copy),March 2023,57 Parkmerced,"100,000"
Monthly Route Recovery,February 2023,57 Parkmerced,0.325466212
Route Monthly Total Boardings (accessible copy),February 2023,57 Parkmerced,"30,000"
Baseline Route Monthly Total Boardings (accessible copy),February 2023,57 Parkmerced,"93,000"
Monthly Route Recovery,February 2024,66 Quintara,0.376817546
Route Monthly Total Boardings (accessible copy),February 2024,66 Quintara,"8,000"
Baseline Route Monthly Total Boardings (accessible copy),February 2024,66 Quintara,"20,000"
Monthly Route Recovery,January 2024,66 Quintara,0.315971670
Route Monthly Total Boardings (accessible copy),January 2024,66 Quintara,"6,000"
Baseline Route Monthly Total Boardings (accessible copy),January 2024,66 Quintara,"20,000"
Monthly Route Recovery,December 2023,66 Quintara,0.363690955
Route Monthly Total Boardings (accessible copy),December 2023,66 Quintara,"7,000"
Baseline Route Monthly Total Boardings (accessible copy),December 2023,66 Quintara,"18,000"
Monthly Route Recovery,November 2023,66 Quintara,0.562483084
Route Monthly Total Boardings (accessible copy),November 2023,66 Quintara,"9,000"
Baseline Route Monthly Total Boardings (accessible copy),November 2023,66 Quintara,"16,000"
Monthly Route Recovery,October 2023,66 Quintara,0.647154170
Route Monthly Total Boardings (accessible copy),October 2023,66 Quintara,"13,000"
Baseline Route Monthly Total Boardings (accessible copy),October 2023,66 Quintara,"21,000"
Monthly Route Recovery,September 2023,66 Quintara,0.810923493
Route Monthly Total Boardings (accessible copy),September 2023,66 Quintara,"14,000"
Baseline Route Monthly Total Boardings (accessible copy),September 2023,66 Quintara,"17,000"
Monthly Route Recovery,August 2023,66 Quintara,0.365322697
Route Monthly Total Boardings (accessible copy),August 2023,66 Quintara,"7,000"
Baseline Route Monthly Total Boardings (accessible copy),August 2023,66 Quintara,"20,000"
Monthly Route Recovery,July 2023,66 Quintara,0.358786482
Route Monthly Total Boardings (accessible copy),July 2023,66 Quintara,"7,000"
Baseline Route Monthly Total Boardings (accessible copy),July 2023,66 Quintara,"21,000"
Monthly Route Recovery,June 2023,66 Quintara,0.359607741
Route Monthly Total Boardings (accessible copy),June 2023,66 Quintara,"7,000"
Baseline Route Monthly Total Boardings (accessible copy),June 2023,66 Quintara,"21,000"
Monthly Route Recovery,May 2023,66 Quintara,0.545838277
Route Monthly Total Boardings (accessible copy),May 2023,66 Quintara,"13,000"
Baseline Route Monthly Total Boardings (accessible copy),May 2023,66 Quintara,"23,000"
Monthly Route Recovery,April 2023,66 Quintara,0.532842444
Route Monthly Total Boardings (accessible copy),April 2023,66 Quintara,"12,000"
Baseline Route Monthly Total Boardings (accessible copy),April 2023,66 Quintara,"23,000"
Monthly Route Recovery,March 2023,66 Quintara,0.518849409
Route Monthly Total Boardings (accessible copy),March 2023,66 Quintara,"11,000"
Baseline Route Monthly Total Boardings (accessible copy),March 2023,66 Quintara,"21,000"
Monthly Route Recovery,February 2023,66 Quintara,0.542428991
Route Monthly Total Boardings (accessible copy),February 2023,66 Quintara,"11,000"
Baseline Route Monthly Total Boardings (accessible copy),February 2023,66 Quintara,"20,000"
Monthly Route Recovery,February 2024,67 Bernal Heights,0.367095269
Route Monthly Total Boardings (accessible copy),February 2024,67 Bernal Heights,"15,000"
Baseline Route Monthly Total Boardings (accessible copy),February 2024,67 Bernal Heights,"41,000"
Monthly Route Recovery,January 2024,67 Bernal Heights,0.349679825
Route Monthly Total Boardings (accessible copy),January 2024,67 Bernal Heights,"14,000"
Baseline Route Monthly Total Boardings (accessible copy),January 2024,67 Bernal Heights,"40,000"
Monthly Route Recovery,December 2023,67 Bernal Heights,0.248816922
Route Monthly Total Boardings (accessible copy),December 2023,67 Bernal Heights,"9,000"
Baseline Route Monthly Total Boardings (accessible copy),December 2023,67 Bernal Heights,"35,000"
Monthly Route Recovery,November 2023,67 Bernal Heights,0.194806307
Route Monthly Total Boardings (accessible copy),November 2023,67 Bernal Heights,"7,000"
Baseline Route Monthly Total Boardings (accessible copy),November 2023,67 Bernal Heights,"36,000"
Monthly Route Recovery,October 2023,67 Bernal Heights,0.499081894
Route Monthly Total Boardings (accessible copy),October 2023,67 Bernal Heights,"16,000"
Baseline Route Monthly Total Boardings (accessible copy),October 2023,67 Bernal Heights,"31,000"
Monthly Route Recovery,September 2023,67 Bernal Heights,0.472752316
Route Monthly Total Boardings (accessible copy),September 2023,67 Bernal Heights,"14,000"
Baseline Route Monthly Total Boardings (accessible copy),September 2023,67 Bernal Heights,"29,000"
Monthly Route Recovery,August 2023,67 Bernal Heights,0.562937543
Route Monthly Total Boardings (accessible copy),August 2023,67 Bernal Heights,"18,000"
Baseline Route Monthly Total Boardings (accessible copy),August 2023,67 Bernal Heights,"32,000"
Monthly Route Recovery,July 2023,67 Bernal Heights,0.509525756
Route Monthly Total Boardings (accessible copy),July 2023,67 Bernal Heights,"22,000"
Baseline Route Monthly Total Boardings (accessible copy),July 2023,67 Bernal Heights,"43,000"
Monthly Route Recovery,June 2023,67 Bernal Heights,0.459649841
Route Monthly Total Boardings (accessible copy),June 2023,67 Bernal Heights,"18,000"
Baseline Route Monthly Total Boardings (accessible copy),June 2023,67 Bernal Heights,"39,000"
Monthly Route Recovery,May 2023,67 Bernal Heights,0.361613911
Route Monthly Total Boardings (accessible copy),May 2023,67 Bernal Heights,"14,000"
Baseline Route Monthly Total Boardings (accessible copy),May 2023,67 Bernal Heights,"40,000"
Monthly Route Recovery,April 2023,67 Bernal Heights,0.367373391
Route Monthly Total Boardings (accessible copy),April 2023,67 Bernal Heights,"15,000"
Baseline Route Monthly Total Boardings (accessible copy),April 2023,67 Bernal Heights,"40,000"
Monthly Route Recovery,March 2023,67 Bernal Heights,0.355525625
Route Monthly Total Boardings (accessible copy),March 2023,67 Bernal Heights,"13,000"
Baseline Route Monthly Total Boardings (accessible copy),March 2023,67 Bernal Heights,"37,000"
Monthly Route Recovery,February 2023,67 Bernal Heights,0.229287716
Route Monthly Total Boardings (accessible copy),February 2023,67 Bernal Heights,"9,000"
Baseline Route Monthly Total Boardings (accessible copy),February 2023,67 Bernal Heights,"41,000"
Monthly Route Recovery,February 2024,90 San Bruno Owl,1.271339051
Route Monthly Total Boardings (accessible copy),February 2024,90 San Bruno Owl,"9,000"
Baseline Route Monthly Total Boardings (accessible copy),February 2024,90 San Bruno Owl,"7,000"
Monthly Route Recovery,January 2024,90 San Bruno Owl,1.191709978
Route Monthly Total Boardings (accessible copy),January 2024,90 San Bruno Owl,"10,000"
Baseline Route Monthly Total Boardings (accessible copy),January 2024,90 San Bruno Owl,"8,000"
Monthly Route Recovery,December 2023,90 San Bruno Owl,1.291182507
Route Monthly Total Boardings (accessible copy),December 2023,90 San Bruno Owl,"10,000"
Baseline Route Monthly Total Boardings (accessible copy),December 2023,90 San Bruno Owl,"8,000"
Monthly Route Recovery,November 2023,90 San Bruno Owl,1.286085473
Route Monthly Total Boardings (accessible copy),November 2023,90 San Bruno Owl,"9,000"
Baseline Route Monthly Total Boardings (accessible copy),November 2023,90 San Bruno Owl,"7,000"
Monthly Route Recovery,October 2023,90 San Bruno Owl,1.273802800
Route Monthly Total Boardings (accessible copy),October 2023,90 San Bruno Owl,"10,000"
Baseline Route Monthly Total Boardings (accessible copy),October 2023,90 San Bruno Owl,"8,000"
Monthly Route Recovery,September 2023,90 San Bruno Owl,1.152182662
Route Monthly Total Boardings (accessible copy),September 2023,90 San Bruno Owl,"9,000"
Baseline Route Monthly Total Boardings (accessible copy),September 2023,90 San Bruno Owl,"8,000"
Monthly Route Recovery,August 2023,90 San Bruno Owl,1.097373318
Route Monthly Total Boardings (accessible copy),August 2023,90 San Bruno Owl,"9,000"
Baseline Route Monthly Total Boardings (accessible copy),August 2023,90 San Bruno Owl,"8,000"
Monthly Route Recovery,July 2023,90 San Bruno Owl,1.210357955
Route Monthly Total Boardings (accessible copy),July 2023,90 San Bruno Owl,"10,000"
Baseline Route Monthly Total Boardings (accessible copy),July 2023,90 San Bruno Owl,"8,000"
Monthly Route Recovery,June 2023,90 San Bruno Owl,1.166297466
Route Monthly Total Boardings (accessible copy),June 2023,90 San Bruno Owl,"9,000"
Baseline Route Monthly Total Boardings (accessible copy),June 2023,90 San Bruno Owl,"8,000"
Monthly Route Recovery,May 2023,90 San Bruno Owl,1.019032793
Route Monthly Total Boardings (accessible copy),May 2023,90 San Bruno Owl,"9,000"
Baseline Route Monthly Total Boardings (accessible copy),May 2023,90 San Bruno Owl,"9,000"
Monthly Route Recovery,April 2023,90 San Bruno Owl,1.018789655
Route Monthly Total Boardings (accessible copy),April 2023,90 San Bruno Owl,"9,000"
Baseline Route Monthly Total Boardings (accessible copy),April 2023,90 San Bruno Owl,"9,000"
Monthly Route Recovery,March 2023,90 San Bruno Owl,0.960840132
Route Monthly Total Boardings (accessible copy),March 2023,90 San Bruno Owl,"8,000"
Baseline Route Monthly Total Boardings (accessible copy),March 2023,90 San Bruno Owl,"8,000"
Monthly Route Recovery,February 2023,90 San Bruno Owl,1.077145985
Route Monthly Total Boardings (accessible copy),February 2023,90 San Bruno Owl,"8,000"
Baseline Route Monthly Total Boardings (accessible copy),February 2023,90 San Bruno Owl,"7,000"
Monthly Route Recovery,February 2024,91 3rd Street/19th Ave Owl,0.973043071
Route Monthly Total Boardings (accessible copy),February 2024,91 3rd Street/19th Ave Owl,"15,000"
Baseline Route Monthly Total Boardings (accessible copy),February 2024,91 3rd Street/19th Ave Owl,"16,000"
Monthly Route Recovery,January 2024,91 3rd Street/19th Ave Owl,0.867836319
Route Monthly Total Boardings (accessible copy),January 2024,91 3rd Street/19th Ave Owl,"16,000"
Baseline Route Monthly Total Boardings (accessible copy),January 2024,91 3rd Street/19th Ave Owl,"19,000"
Monthly Route Recovery,December 2023,91 3rd Street/19th Ave Owl,0.904245705
Route Monthly Total Boardings (accessible copy),December 2023,91 3rd Street/19th Ave Owl,"17,000"
Baseline Route Monthly Total Boardings (accessible copy),December 2023,91 3rd Street/19th Ave Owl,"19,000"
Monthly Route Recovery,November 2023,91 3rd Street/19th Ave Owl,0.893277781
Route Monthly Total Boardings (accessible copy),November 2023,91 3rd Street/19th Ave Owl,"16,000"
Baseline Route Monthly Total Boardings (accessible copy),November 2023,91 3rd Street/19th Ave Owl,"18,000"
Monthly Route Recovery,October 2023,91 3rd Street/19th Ave Owl,0.928375959
Route Monthly Total Boardings (accessible copy),October 2023,91 3rd Street/19th Ave Owl,"18,000"
Baseline Route Monthly Total Boardings (accessible copy),October 2023,91 3rd Street/19th Ave Owl,"20,000"
Monthly Route Recovery,September 2023,91 3rd Street/19th Ave Owl,0.907729097
Route Monthly Total Boardings (accessible copy),September 2023,91 3rd Street/19th Ave Owl,"17,000"
Baseline Route Monthly Total Boardings (accessible copy),September 2023,91 3rd Street/19th Ave Owl,"19,000"
Monthly Route Recovery,August 2023,91 3rd Street/19th Ave Owl,0.919543148
Route Monthly Total Boardings (accessible copy),August 2023,91 3rd Street/19th Ave Owl,"17,000"
Baseline Route Monthly Total Boardings (accessible copy),August 2023,91 3rd Street/19th Ave Owl,"18,000"
Monthly Route Recovery,July 2023,91 3rd Street/19th Ave Owl,0.870780037
Route Monthly Total Boardings (accessible copy),July 2023,91 3rd Street/19th Ave Owl,"16,000"
Baseline Route Monthly Total Boardings (accessible copy),July 2023,91 3rd Street/19th Ave Owl,"19,000"
Monthly Route Recovery,June 2023,91 3rd Street/19th Ave Owl,0.856537837
Route Monthly Total Boardings (accessible copy),June 2023,91 3rd Street/19th Ave Owl,"15,000"
Baseline Route Monthly Total Boardings (accessible copy),June 2023,91 3rd Street/19th Ave Owl,"18,000"
Monthly Route Recovery,May 2023,91 3rd Street/19th Ave Owl,0.873752379
Route Monthly Total Boardings (accessible copy),May 2023,91 3rd Street/19th Ave Owl,"16,000"
Baseline Route Monthly Total Boardings (accessible copy),May 2023,91 3rd Street/19th Ave Owl,"18,000"
Monthly Route Recovery,April 2023,91 3rd Street/19th Ave Owl,0.905935918
Route Monthly Total Boardings (accessible copy),April 2023,91 3rd Street/19th Ave Owl,"16,000"
Baseline Route Monthly Total Boardings (accessible copy),April 2023,91 3rd Street/19th Ave Owl,"18,000"
Monthly Route Recovery,March 2023,91 3rd Street/19th Ave Owl,0.883523420
Route Monthly Total Boardings (accessible copy),March 2023,91 3rd Street/19th Ave Owl,"15,000"
Baseline Route Monthly Total Boardings (accessible copy),March 2023,91 3rd Street/19th Ave Owl,"17,000"
Monthly Route Recovery,February 2023,91 3rd Street/19th Ave Owl,0.845325282
Route Monthly Total Boardings (accessible copy),February 2023,91 3rd Street/19th Ave Owl,"13,000"
Baseline Route Monthly Total Boardings (accessible copy),February 2023,91 3rd Street/19th Ave Owl,"16,000"
Monthly Route Recovery,February 2024,J Church,0.513524006
